id,category,group,title,current_price,new_price
"cat_k_plate_5","Kitchen Utensils","Plate","Happy Family - Dinner Set - 4 Pcs",0,
"cat_k_plate_6","Kitchen Utensils","Plate","SMP - Dinner Set - 3 Pcs",0,
"cat_k_plate_7","Kitchen Utensils","Plate","SMP - Dinner Set - 6 Pcs",0,
"cat_k_plate_8","Kitchen Utensils","Plate","Square - Dinner Set - 6 Pcs",0,
"cat_k_plate-rack_1","Kitchen Utensils","Plate Rack","Concept Fashion - Multipurpose",0,
"cat_k_plate-rack_2","Kitchen Utensils","Plate Rack","Maximus",0,
"cat_k_plate-rack_3","Kitchen Utensils","Plate Rack","Multifunctional",0,
"cat_k_plate-rack_4","Kitchen Utensils","Plate Rack","Multifunctional - Table",0,
"cat_k_plate-rack_5","Kitchen Utensils","Plate Rack","Pentagon",0,
"cat_k_plate-rack_6","Kitchen Utensils","Plate Rack","Plate - 2 Steps",0,
"cat_k_plate-rack_7","Kitchen Utensils","Plate Rack","QDR-247",0,
"cat_k_plate-rack_8","Kitchen Utensils","Plate Rack","QDR-252+",0,
"cat_k_plate-rack_9","Kitchen Utensils","Plate Rack","Rashnik - RN-1602",0,
"cat_k_plate-rack_10","Kitchen Utensils","Plate Rack","Rashnik - RN-1603",0,
"cat_k_plate-rack_11","Kitchen Utensils","Plate Rack","Rashnik - RN-1606",0,
"cat_k_plate-rack_12","Kitchen Utensils","Plate Rack","Rashnik - RN-1607",0,
"cat_k_plate-rack_13","Kitchen Utensils","Plate Rack","Rashnik - RN-1636",0,
"cat_k_plate-rack_14","Kitchen Utensils","Plate Rack","Salvin - Big",0,
"cat_k_plate-rack_15","Kitchen Utensils","Plate Rack","Salvin - Small",0,
"cat_k_plate-rack_16","Kitchen Utensils","Plate Rack","Salvin with Cover",0,
"cat_e_plug_1","Electrical Materials and Fittings","Plug","13 A",0,
"cat_k_plunger_1","Kitchen Utensils","Plunger","Standard",0,
"cat_k_pot_1","Kitchen Utensils","Pot","Casserole S-6022 - 7 in 1",0,
"cat_k_pot_2","Kitchen Utensils","Pot","Casserole S-6024 - 3 in 1",0,
"cat_k_pot_3","Kitchen Utensils","Pot","Dzire - DZ-5127 - 6 pcs",0,
"cat_k_pot_4","Kitchen Utensils","Pot","Hoffner - 3 in 1",0,
"cat_k_pot_5","Kitchen Utensils","Pot","Hoffner - 801 (Non-Stick) - 3 in 1 with Fry Pan",0,
"cat_k_pot_6","Kitchen Utensils","Pot","Hoffner - Heavy Pot - 4 in 1",0,
"cat_k_pot_7","Kitchen Utensils","Pot","Hoffner - Non Stick - 3 in 1",0,
"cat_k_pot_8","Kitchen Utensils","Pot","Hoffner's - 3401 - 3 in 1",0,
"cat_k_pot_9","Kitchen Utensils","Pot","Kinelco - KN-5SP2 - Belli - 5 in 1",0,
"cat_k_pot_10","Kitchen Utensils","Pot","Kinelco - KN-6016 - 4 in 1",0,
"cat_k_pot_11","Kitchen Utensils","Pot","Kitchenmate - 4 Pcs - 4A",0,
"cat_k_pot_12","Kitchen Utensils","Pot","Kitchenmate - 4 Pcs - 4B",0,
"cat_k_pot_13","Kitchen Utensils","Pot","Picasso - 3C",0,
"cat_k_pot_14","Kitchen Utensils","Pot","Picasso - 4 Pcs - 4A",0,
"cat_k_pot_15","Kitchen Utensils","Pot","Rashnik - RN-4852 - 5 in 1",0,
"cat_k_pot_16","Kitchen Utensils","Pot","Soupy Pan - 1 in 1",0,
"cat_k_pot_17","Kitchen Utensils","Pot","Tornado - 7 in 1",0,
"cat_k_pot_18","Kitchen Utensils","Pot","Tower Classic - 5 in 1",0,
"cat_k_pot_19","Kitchen Utensils","Pot","Tower Gold - 5 in 1",0,
"cat_k_pot_20","Kitchen Utensils","Pot","Tower Trim - Bigi",0,
"cat_k_pressure-pot_1","Kitchen Utensils","Pressure Pot","Kinelco - KN-9295 - 9.5L",0,
"cat_k_rack_1","Kitchen Utensils","Rack","Egg",0,
"cat_k_rack_2","Kitchen Utensils","Rack","Spice - 6 Pcs",0,
"cat_e_radio_1","Electrical Materials and Fittings","Radio","MP3 - E30",0,
"cat_e_radio_2","Electrical Materials and Fittings","Radio","MP3 - TG-184",0,
"cat_k_rice-cooker_1","Kitchen Utensils","Rice Cooker","Binatone - 1.8L",0,
"cat_k_rice-cooker_2","Kitchen Utensils","Rice Cooker","Master Chef - 1.8L",0,
"cat_k_rice-cooker_3","Kitchen Utensils","Rice Cooker","Master Chef - 3L",0,
"cat_k_sandwich-maker_1","Kitchen Utensils","Sandwich Maker","Maximus - 2 Face",0,
"cat_k_scissors_1","Kitchen Utensils","Scissors","Multiprupose Kitchen Suit",0,
"cat_k_scissors_2","Kitchen Utensils","Scissors","Standard",0,
"cat_e_screw-driver_1","Electrical Materials and Fittings","Screw Driver","Flat and Star",0,
"cat_e_screw-driver_2","Electrical Materials and Fittings","Screw Driver","Tester",0,
"cat_k_shapner_1","Kitchen Utensils","Shapner","Knife",0,
"cat_k_shaving-stick_1","Kitchen Utensils","Shaving Stick","Single",0,
"cat_k_shoe-rack_1","Kitchen Utensils","Shoe Rack","2 Layers",0,
"cat_k_shoe-rack_2","Kitchen Utensils","Shoe Rack","3 Layers",0,
"cat_k_shoe-rack_3","Kitchen Utensils","Shoe Rack","Plastic - 5 Layers",0,
"cat_k_sieve_1","Kitchen Utensils","Sieve","2 in 1 - Rice Sieve",0,
"cat_k_sieve_2","Kitchen Utensils","Sieve","Elubo",0,
"cat_k_sieve_3","Kitchen Utensils","Sieve","Salvin - Rice",0,
"cat_k_sieve_4","Kitchen Utensils","Sieve","Standard",0,
"cat_k_sieve_5","Kitchen Utensils","Sieve","Sunrise - 6 in 1",0,
"cat_k_soap-case_1","Kitchen Utensils","Soap Case","Bath Collection - 2 in 1",0,
"cat_k_soap-case_2","Kitchen Utensils","Soap Case","Bath Collection - Single",0,
"cat_k_soap-case_3","Kitchen Utensils","Soap Case","Meisier",0,
"cat_k_soap-case_4","Kitchen Utensils","Soap Case","Salvin",0,
"cat_k_soap-case_5","Kitchen Utensils","Soap Case","Sun Belt",0,
"cat_e_socket_1","Electrical Materials and Fittings","Socket","Max Power - 4000W - OPK",0,
"cat_e_socket_2","Electrical Materials and Fittings","Socket","Standard",0,
"cat_e_speaker_1","Electrical Materials and Fittings","Speaker","Bluetooth",0,
"cat_k_sponge_1","Kitchen Utensils","Sponge","Bathing",0,
"cat_k_sponge_2","Kitchen Utensils","Sponge","Clothe for Plate",0,
"cat_k_sponge_3","Kitchen Utensils","Sponge","Iron for Plate and Pot",0,
"cat_b_spoon_1","Babies Wears","Spoon","Children - 12 Pcs",0,
"cat_b_spoon_2","Babies Wears","Spoon","Children - Swuzzy",0,
"cat_k_spoon_3","Kitchen Utensils","Spoon","Gold (Spoon and Folk)",0,
"cat_k_spoon_4","Kitchen Utensils","Spoon","Heavy",0,
"cat_k_spoon_5","Kitchen Utensils","Spoon","Ordinary",0,
"cat_k_spoon_6","Kitchen Utensils","Spoon","Silver - Pieces",0,
"cat_k_spoon_7","Kitchen Utensils","Spoon","Takeaway",0,
"cat_k_spoon-holder_1","Kitchen Utensils","Spoon Holder","China",0,
"cat_k_stock-pot_1","Kitchen Utensils","Stock Pot","IPHIE - 4 in 1",0,
"cat_e_switch_1","Electrical Materials and Fittings","Switch","1 Gang",0,
"cat_e_switch_2","Electrical Materials and Fittings","Switch","2 Gang",0,
"cat_e_switch_3","Electrical Materials and Fittings","Switch","3 Gang",0,
"cat_k_takeaway-plate_1","Kitchen Utensils","Takeaway Plate","Standard",0,
"cat_k_tissue_1","Kitchen Utensils","Tissue","Standard",0,
"cat_k_tommy-trimmer_1","Kitchen Utensils","Tommy Trimmer","Standard",0,
"cat_e_torchlight_1","Electrical Materials and Fittings","Torchlight","AF-KM808S",0,
"cat_e_torchlight_2","Electrical Materials and Fittings","Torchlight","CN-L9216C",0,
"cat_e_torchlight_3","Electrical Materials and Fittings","Torchlight","CTL-CH413A",0,
"cat_e_torchlight_4","Electrical Materials and Fittings","Torchlight","DP-9005B",0,
"cat_e_torchlight_5","Electrical Materials and Fittings","Torchlight","DP-9013B",0,
"cat_e_torchlight_6","Electrical Materials and Fittings","Torchlight","DP-9110C",0,
"cat_e_torchlight_7","Electrical Materials and Fittings","Torchlight","DP-9162",0,
"cat_e_torchlight_8","Electrical Materials and Fittings","Torchlight","DP-9183",0,
"cat_e_torchlight_9","Electrical Materials and Fittings","Torchlight","DP-9184",0,
"cat_e_torchlight_10","Electrical Materials and Fittings","Torchlight","DP-9185",0,
"cat_e_torchlight_11","Electrical Materials and Fittings","Torchlight","DX-1804",0,
"cat_e_torchlight_12","Electrical Materials and Fittings","Torchlight","GR-9558A",0,
"cat_e_torchlight_13","Electrical Materials and Fittings","Torchlight","KM-7759",0,
"cat_e_torchlight_14","Electrical Materials and Fittings","Torchlight","KM-7773",0,
"cat_k_towel_1","Kitchen Utensils","Towel","3 in 1",0,
"cat_k_toy_1","Kitchen Utensils","Toy","Fruits and Vegetables",0,
"cat_k_tray_1","Kitchen Utensils","Tray","3 in 1",0,
"cat_k_tray_2","Kitchen Utensils","Tray","Formica - 2 in 1",0,
"cat_k_tray_3","Kitchen Utensils","Tray","Leave - Small and Big",0,
"cat_k_tray_4","Kitchen Utensils","Tray","Plastic",0,
"cat_k_tray_5","Kitchen Utensils","Tray","T023",0,
"cat_k_tray_6","Kitchen Utensils","Tray","White - Big Single",0,
"cat_k_tray_7","Kitchen Utensils","Tray","White - Small",0,
"cat_k_trolley_1","Kitchen Utensils","Trolley","Big",0,
"cat_k_trolley_2","Kitchen Utensils","Trolley","Small",0,
"cat_e_tv-guide_1","Electrical Materials and Fittings","TV Guide","Volt Guard",0,
"cat_k_umbrella_1","Kitchen Utensils","Umbrella","Big - Long",0,
"cat_k_umbrella_2","Kitchen Utensils","Umbrella","Big - Short",0,
"cat_k_umbrella_3","Kitchen Utensils","Umbrella","Bottled - Short",0,
"cat_k_unbreakable-dish_1","Kitchen Utensils","Unbreakable Dish","2 in 1",0,
"cat_k_unbreakable-dish_2","Kitchen Utensils","Unbreakable Dish","2 in 1 - Greeen",0,
"cat_k_unbreakable-dish_3","Kitchen Utensils","Unbreakable Dish","2 in 1 with Tray",0,
"cat_k_unbreakable-dish_4","Kitchen Utensils","Unbreakable Dish","2 in 1 with Tray - Brown",0,
"cat_k_unbreakable-dish_5","Kitchen Utensils","Unbreakable Dish","3 in 1",0,
"cat_k_unbreakable-dish_6","Kitchen Utensils","Unbreakable Dish","3 in 1 with Tray",0,
"cat_k_unbreakable-dish_7","Kitchen Utensils","Unbreakable Dish","Fish - 3 in 1",0,
"cat_k_unbreakable-plate_1","Kitchen Utensils","Unbreakable Plate","3 White/Brown - WY1015 - Dectagon",0,
"cat_k_unbreakable-plate_2","Kitchen Utensils","Unbreakable Plate","B2009 - Flat",0,
"cat_k_unbreakable-plate_3","Kitchen Utensils","Unbreakable Plate","Campalla - 85110 - Flat",0,
"cat_k_unbreakable-plate_4","Kitchen Utensils","Unbreakable Plate","Kitchen Star - 4 in 1",0,
"cat_k_unbreakable-plate_5","Kitchen Utensils","Unbreakable Plate","MEC-VIN - 3062 Green - Bowl",0,
"cat_k_unbreakable-plate_6","Kitchen Utensils","Unbreakable Plate","MEC-VIN - Green - Flat - Round",0,
"cat_k_unbreakable-plate_7","Kitchen Utensils","Unbreakable Plate","MEC-VIN - Green - Flat - Square",0,
"cat_k_unbreakable-plate_8","Kitchen Utensils","Unbreakable Plate","Pink - 3673 - Bowl",0,
"cat_k_unbreakable-plate_9","Kitchen Utensils","Unbreakable Plate","Pink at the Edge - 1009 - Round - Big",0,
"cat_k_unbreakable-plate_10","Kitchen Utensils","Unbreakable Plate","Pink at the Edge - B2008 - Round - Small",0,
"cat_k_unbreakable-plate_11","Kitchen Utensils","Unbreakable Plate","Shell - 33105 - Different Colours",0,
"cat_k_unbreakable-plate_12","Kitchen Utensils","Unbreakable Plate","White - 101 - 2 in 1",0,
"cat_k_unbreakable-plate_13","Kitchen Utensils","Unbreakable Plate","White - 23118 - Flat",0,
"cat_k_unbreakable-plate_14","Kitchen Utensils","Unbreakable Plate","White - B105",0,
"cat_k_unbreakable-plate_15","Kitchen Utensils","Unbreakable Plate","White - JY258 - Ova",0,
"cat_k_unbreakable-plate_16","Kitchen Utensils","Unbreakable Plate","White - JY269 - Round",0,
"cat_k_unbreakable-plate_17","Kitchen Utensils","Unbreakable Plate","White Leave - 6309 - Bowl",0,
"cat_k_unbreakable-plate_18","Kitchen Utensils","Unbreakable Plate","White Leave Flat - 3309",0,
"cat_k_unbreakable-plate_19","Kitchen Utensils","Unbreakable Plate","White with Flower - 660",0,
"cat_k_unbreakable-plate_20","Kitchen Utensils","Unbreakable Plate","White with Flower - 660 - Bowl",0,
"cat_k_unbreakable-tray_1","Kitchen Utensils","Unbreakable Tray","Big",0,
"cat_k_wardrope_1","Kitchen Utensils","Wardrope","Wonder Home - Nil",0,
"cat_k_water-bottle_1","Kitchen Utensils","Water Bottle","Cool",0,
"cat_k_water-bottle_2","Kitchen Utensils","Water Bottle","Generation - Big with Sieve",0,
"cat_k_water-bottle_3","Kitchen Utensils","Water Bottle","Generation - Small with Sieve",0,
"cat_k_water-bottle_4","Kitchen Utensils","Water Bottle","Green",0,
"cat_k_water-bottle_5","Kitchen Utensils","Water Bottle","Motivational",0,
"cat_k_water-bottle_6","Kitchen Utensils","Water Bottle","S-8520 - 600ML",0,
"cat_k_water-bottle_7","Kitchen Utensils","Water Bottle","Salvin - Hot and Cold",0,
"cat_k_water-bottle_8","Kitchen Utensils","Water Bottle","Salvin - Small",0,
"cat_k_water-bottle_9","Kitchen Utensils","Water Bottle","Salvin - transparent",0,
"cat_k_water-bottle_10","Kitchen Utensils","Water Bottle","Salvin with Straw",0,
"cat_k_water-bottle_11","Kitchen Utensils","Water Bottle","Sport Bottle",0,
"cat_k_water-bottle_12","Kitchen Utensils","Water Bottle","The Kettle - 1.2L",0,
"cat_k_water-flask_1","Kitchen Utensils","Water Flask","China - 1L",0,
"cat_k_water-flask_2","Kitchen Utensils","Water Flask","China - Leinuo - 400ML",0,
"cat_k_water-flask_3","Kitchen Utensils","Water Flask","China - School - 500ML",0,
"cat_k_water-flask_4","Kitchen Utensils","Water Flask","China - Vacuum - 1L",0,
"cat_k_water-flask_5","Kitchen Utensils","Water Flask","China - Vacuum - 700ML",0,
"cat_k_water-flask_6","Kitchen Utensils","Water Flask","China - Vacuum Cup - 500ML",0,
"cat_k_water-flask_7","Kitchen Utensils","Water Flask","Inox Bottle - 800ML",0,
"cat_k_water-flask_8","Kitchen Utensils","Water Flask","Leinuo - 300ML",0,
"cat_k_water-flask_9","Kitchen Utensils","Water Flask","Magic Cook - 600ML",0,
"cat_k_water-flask_10","Kitchen Utensils","Water Flask","Magic Cook - VF9435 - 4L",0,
"cat_k_water-flask_11","Kitchen Utensils","Water Flask","Master Chef - 6055 - 1.2L",0,
"cat_k_water-flask_12","Kitchen Utensils","Water Flask","Master Chef - F912 - 2L",0,
"cat_k_water-flask_13","Kitchen Utensils","Water Flask","Smart Cup - LED - 400ML",0,
"cat_k_water-flask_14","Kitchen Utensils","Water Flask","SMP - 800ML",0,
"cat_k_water-flask_15","Kitchen Utensils","Water Flask","Vacuum Bottle with 2 Cups - 500ML",0,
"cat_k_yam-pounder_1","Kitchen Utensils","Yam Pounder","Kenwood - 3L - Nil",0,
"cat_k_yam-pounder_2","Kitchen Utensils","Yam Pounder","Kenwood - 5L - Nil",0,
